ID,Lemma,POS,Synset_ID,Synset_Lemma (?),Definition,Definition' source,Example,Example' source,Original HurtLex Category,Stereotype,synset_category,synonyms_en,definition_en,definition_category,ERIS_score,aikia_offensive_score
EL212,φιλάργυρος,ADJ,,"['τσιγκούνης', 'σφιχτοχέρης', 'σκρουτζ', 'μίζερος']",άτομο που αποφεύγει να ξοδεύει και συγκεντρώνει χρήματα εμμονικά,,"Φιλάργυρος, συμφεροντολόγος, σπάταλος, αλαζόνας, υπερόπτης. Ποιος ειναι;",,svp,,,"['miser', 'penny-pincher', 'cheapskate', 'tightwad']",stingy money-hoarding person,Person,1.22,1.21
EL212,φιλάργυρος,ADJ,,"['φιλαργυρία', 'απληστία']",Ιδιότητα που δηλώνει υπέρμετρη προσκόλληση στον πλούτο και απόρριψη της κατανάλωσης,,Καταραμένο φυλαργυρο παπαδαριό που σκατα είστε? Έχετε χιλιάδες άχρηστα κοπροσκυλα που κάθονται. Φοβάστε μην αρπάξει το μούσι σας φωτιά? #ΠυρκαγιαΕυβοια,,svp,,,"['avarice', 'stinginess']","avarice, obsessive love of money",Behavioral_Trait,1.22,
EL61,φιλαυτία,NOUN,,"['ναρκισσισμός', 'εγωπάθεια', 'αυτοθαυμασμός', 'εγωκεντρισμός']",υπερβολική αγάπη και θαυμασμός προς τον εαυτό με εγωισμό και αδιαφορία για άλλους,,"O αγώνας,είναι ήδη μια μεγάλη νίκη.Νίκη ενάντια στς φόβους,τς ανασφάλειες κ τς δυσκολίες του εαυτού σου,ενάντια στν εγωισμό κ τ φιλαυτία σου",,svp,,,"['narcissism', 'self-love', 'egotism', 'self-admiration']","excessive self-love, narcissism",Behavioral_Trait,0.41,0.54
EL1757,φιληδονία,NOUN,,"['ηδονισμός', 'απολαυσιοκρατία', 'ηδυπάθεια', 'σαρκολατρεία']",τάση αναζήτησης σωματικών και αισθησιακών απολαύσεων ως κύριο σκοπό ζωής,,"Οι άνθρωποι σήμερα χωρίζουν από φιληδονία και από τον εγωισμό τους. Από τίποτε άλλο! Όλους τους άλλους λόγους τους εμπνέονται εκ των υστέρων, για να δικαιολογηθούν. Άγιος Παΐσιος",,svp,,,"['hedonism', 'sensualism', 'pleasure-seeking', 'self-indulgence']","love of sensual pleasure, hedonism",State,0.36,
EL2319,φιλήδονος,ADJ,,"['ηδονιστής', 'καλοπερασάκιας', 'ηδονοθήρας', 'ηδονόφιλος']","Χαρακτήρας που κυνηγά με πάθος σωματικές και κυρίως ερωτικές απολαύσεις, γι’ αυτό θεωρείται ανεύθυνος ή ανήθικος",,Να ρθω να ξεσκιστούμε μωράκι μου; - Βασίλη είσαι φιλήδονος. - Όχι Αττική οδό είμαι τώρα.,,svp,,,"['hedonist', 'pleasure-lover', 'sensualist', 'sybarite']","pleasure-seeking, sensual person",Person,0.43,
EL2319,φιλήδονος,ADJ,,"['προκλητικός', 'αισθησιακός']","Προσδιορισμός σε πράξεις, εκφράσεις ή έργα που αποσκοπούν στην πρόκληση έντονης αισθησιακής ευχαρίστησης ή γενετήσιας διέγερσης",,Η απάντηση στο πως διατηρώ το φιλήδονο κορμί,,svp,,,"['seductive', 'erotic']",seductive: enticing sexual interest,Behavioral_Trait,0.43,
EL2104,φιλόνικος,ADJ,,"['καβγατζής', 'εριστικός', 'αντιλογάς', 'γκρινιάρης']",πρόσωπο που απολαμβάνει τις διαμάχες και επιδιώκει συνεχώς αντιπαραθέσεις,,"Όταν κάποτε ο Φιλόνικος ο Θεσσαλός έφερε στον Φίλιππο τον Βουκεφάλα, για να τον αγοράσει για τριάντα τάλαντα,",,cds,,,"['quarrelsome', 'argumentative', 'contentious', 'combative']","quarrelsome, contentious person",Person,0.39,
EL1374,φιλοπερίεργος,ADJ,,"['αδιάκριτος', 'κουτσομπόλης', 'περίεργος', 'σκαλίζων']","άτομο που θέλει να μαθαίνει τα πάντα για τους άλλους, συχνά αδιάκριτα",,"""Μου κίνησε την περιέργεια..."" Είναι και φιλοπερίεργος ο άτιμος! #πατρα",,cds,,,"['nosy', 'prying', 'inquisitive', 'meddlesome']","nosy, inquisitive person",Person,0.25,
EL213,φλύαρος,ADJ,,"['πολυλογάς', 'λαλίστατος', 'παρλαπίπας', 'μπλαμπλάς']",άνθρωπος που μιλά πολύ και χωρίς ουσιαστικό περιεχόμενο,,username Μα τόσο φλυαρος αυτος ο Καμπουρακης και δεν αφήνει ούτε τον Λάζαρου αλλά ούτε τον Σακκερι να μιλήσει.Μαν πόσο τραγικός είσαι ρε Καμπουρακη.Μαλλον γελοίος.,,cds,,,"['talkative', 'garrulous', 'chatterbox', 'blabbermouth']","garrulous, overly talkative person",Person,0.54,0.6
EL213,φλύαρος,ADJ,,"['πολύλογο', 'μακροσκελές', 'περιττολογικό']","λόγος ή κείμενο που περιέχει περιττές, μακριές λεπτομέρειες χωρίς ουσία",,"Κι έλεγαν... Έλεγαν... Έλεγαν τόσα πολλά... Γέμιζε το σαλόνι φλύαρη σιωπή... Σε μια επίσκεψη, που ίσως δεν είχε τα πρωτεία η σιωπή, μπήκε ξαφνικά χωρίς να χτυπήσει την πόρτα, η Λολαρία.",,cds,,,"['verbose', 'wordy', 'flowery', 'long-winded']",verbose / wordy text>: discourse that is over-elaborate and lacks concision,Behavioral_Trait,0.54,0.27
EL608,φλυαρώ,VERB,,"['πολυλογώ', 'μπουρδολογώ', 'αερολογώ', 'μπλαμπλαδίζω']","μιλώ ασταμάτητα και χωρίς ουσία, κουράζοντας τους ακροατές",,"Κυβερνητικός Εκπρόσωπος είναι η ικανότητα να φλυαρείς, χωρίς να λες τιποτα…να συμπιέζεις μια μεγάλη ποσότητα λέξεων, χρησιμοποιώντας την ελάχιστη ποσότητα σκέψης, με αποτέλεσμα να καταλήγεις να μιλάς για θέματα που δεν ξέρεις ή δεν κατέχεις…",,ddp,,,"['jabber', 'ramble', 'blabber', 'prattle']",talk endlessly without substance,Repetitive_Action,0.46,
EL2203,φοβητσιάρης,ADJ,,"['δειλός', 'λιποψύχος', 'φοβησούλης', 'κιοτής']",άτομο που τρομάζει εύκολα και αποφεύγει οποιονδήποτε κίνδυνο,,"Φοβητσιαρης οδηγός παλεύει να προσπεράσει στην εθνικη οδο! ""Ωραιος, πάτα λίγο φρένο αδερφέ, ετσι, με -20χλμ/ωρα, πάτα φρένο!""",,cds,,,"['coward', 'wimp', 'chicken', 'faint-hearted']","cowardly, easily frightened person",Person,0.38,
EL2014,φονιάς,NOUN,,"['δολοφόνος', 'φονεύς', 'ανθρωποκτόνος']","άτομο που στέρησε τη ζωή άλλου ανθρώπου, συνήθως με πρόθεση",,"Είχε πέντε μαχαιριές στην πλάτη, οι τρεις οριζόντιες, από το ύψος της καρδιάς προς τη δεξιά ωμοπλάτη, και οι άλλες δυο κάτω από τη μεσαία μαχαιριά, διαδοχικά, λες και o φονιάς ήθελε να του χαράξει στην πλάτη το «T» του τέλους.",,re,,,"['killer', 'murderer', 'slayer', 'homicide']","killer, murderer",Person,0.9,0.32
EL2014,φονιάς,NOUN,,"['μάστιγα', 'θανατηφόρος παράγοντας']","φαινόμενο, ουσία ή πράγμα που προκαλεί πολλούς θανάτους",,"Ο ανελέητος φονιάς, το σιγάρο",,re,,,"['killer', 'silent killer', 'lethal menace']","a phenomenon, substance, or thing that causes many deaths.",Object,0.9,
EL2016,φόνισσα,NOUN,,"['δολοφόνισσα', 'φονεύτρια', 'ανθρωποκτόνος', 'εγκληματίας']",γυναίκα που έχει αφαιρέσει ανθρώπινη ζωή,,username username Ετσι ειναι κανονικα.Αλλα μην ξέροντας τι γινεται παρασκηνιακά και αν δουλευουν στο να δημιουργηθούν αμφισβητήσεις που συμφέρουν τη φονισσα,,re,,,"['murderess', 'female killer', 'slayer', 'homicide']",female murderer,Person,nan,1.05
EL2002,φόνος,NOUN,,"['δολοφονία', 'ανθρωποκτονία', 'θανάτωση', 'σφαγή']",πράξη αφαίρεσης ανθρώπινης ζωής με ή χωρίς πρόθεση,,«Το παιδί μπορεί να έχει σχέση με το φόνο της αδελφής σας».,,re,,,"['murder', 'homicide', 'killing', 'slaying']",act of killing; homicide,Event,1.09,0.4
EL1322,φονταμενταλισμός,NOUN,,"['δογματισμός', 'ακραίος θρησκευτισμός', 'σκληροπυρηνισμός', 'αδιαλλαξία']","ιδεολογική κατάσταση απόλυτης προσκόλλησης σε θρησκευτικές ή πολιτικές αρχές, συνήθως ακραία και βίαιη",,ΥΠΟΚΡΙΣΙΑ ΣΚΟΤΑΔΙΣΤΗ ΘΕΟΥΣΟΥ ---&gt; username Αντιχριστιανικός φονταμενταλισμός. Γνωρίζεις το δόγμα; Username,,cds,,,"['fundamentalism', 'dogmatism', 'extremism', 'hard-line stance']",rigid fundamentalism,State,0.49,1.23
EL1323,φονταμενταλιστής,NOUN,,"['δογματιστής', 'σκληροπυρηνικός', 'εξτρεμιστής', 'ζηλωτής']",άτομο που υποστηρίζει ακραία κυριολεκτική ερμηνεία θρησκευτικών ή πολιτικών δογμάτων,,Οχι βέβαια. Φονταμενταλιστής σκληροπυρηνικός αναρχοφιλελές που δεν χαμπαριάζει είσαι... username username,,cds,,,"['fundamentalist', 'extremist', 'zealot', 'hard-liner']",fundamentalist,Person,1.01,1.21
EL1320,φονταμενταλιστικός,ADJ,,"['δογματικός', 'εξτρεμιστικός', 'ακραίος', 'ζηλωτικός']",που εκδηλώνει άκαμπτη και ακραία προσήλωση σε δογματικές αρχές,,Αυτό που κάνετε την αυτοκτονία ενός ανθρώπου φονταμενταλιστική κορόνα για περισσότερο αίμα με ξεπερνά. Δεν υπάρχει λογική πλέον.,,cds,,,"['fundamentalistic', 'dogmatic', 'extremist', 'hard-line']","fundamentalistic, hard-line attitude",Behavioral_Trait,0.48,1.02
EL1313,φραμασόνος,NOUN,,"['τεκτόνας', 'μασόνος', 'κρυφόχειρας', 'στοάς']","μέλος μυστικής εταιρείας, λέξη που χρησιμοποιείται μειωτικά από συντηρητικούς κύκλους",,"«Ορέ, θα πάς στο Ληξούρι, προσέχετε μωρές, γιατί εφκείνοι οι φραμασόνοι εκάμανε το Βασιλιά και ξέρασε».",,cds,,,"['freemason', 'mason', 'lodge member', 'secret-society member']","freemason, used pejoratively",Person,1.04,
EL2108,φρενιάζω,VERB,,"['αφηνιάζω', 'τρελαίνομαι', 'λυσσάω', 'αγριεύω']","εξαγριώνομαι και συμπεριφέρομαι μανιακά, χάνοντας τον έλεγχο",,"Είναι ανυπόμονη και με εξάπτει, μέχρι που φρενιάζω.",,an,,,"['freak out', 'go berserk', 'rage', 'run amok']","go berserk, freak out",Event,0.43,
EL1576,φτώχεια,NOUN,,"['ανέχεια', 'ένδεια', 'μιζέρια', 'στέρηση']",κατάσταση έλλειψης οικονομικών μέσων που δεν επιτρέπει αξιοπρεπή διαβίωση,,"Δεκάδες χώρες, ζούν στη στέρηση τη φτώχεια, την αμορφωσιά κ την υπανάπτυξη, καθηλωμένοι σε ενα τρόπο ζωής, σε έθιμα κ θρησκοληψίες ενίοτε απάνθρωπες",,is,,,"['poverty', 'destitution', 'penury', 'want']",poverty,State,0.26,1.18
EL1576,φτώχεια,NOUN,,"['ένδεια ιδεών', 'λιτότητα', 'φτωχολογία']","ποιοτική έλλειψη ή έντονη ανεπάρκεια σε ιδέες, πόρους ή δημιουργικότητα· χρησιμοποιείται υποτιμητικά για προϊόντα λόγου, έργα τέχνης κ.λπ.",,"Η φτώχεια εξελίχθηκε σε μόδα, Κώστα.",,is,,,"['poverty of ideas', 'meagerness', 'scarcity']",poverty (metaphor) : severe lack of richness or variety in non-material domain,Behavioral_Trait,0.26,0.37
EL1841,φτωχός,ADJ,,"['άπορος', 'πένης', 'μπατίρης', 'κουρελής']",άτομο χωρίς επαρκείς οικονομικούς πόρους για βασικές ανάγκες,,"Παλιά, αυτά τα κουρέλια τα φορούσαν οι φτωχοί στις συνοικίες που έφαγα τη ζωή μου.",,is,,,"['poor', 'destitute', 'penniless', 'needy']",poor person,Person,0.36,0.58
EL1841,φτωχός,ADJ,,"['πενιχρός', 'ανεπαρκής', 'φτωχικό']","ποιότητα, ιδέα ή αποτέλεσμα με ελάχιστο περιεχόμενο ή ποικιλία∙ μεταφορική χρήση σε κριτική",,"username Μην ασχολείσαι, δίνεις αξία σε φτωχά μυαλά",,is,,,"['meagre', 'scant', 'poor']","poor / meagre : lacking richness, depth or quantity",Behavioral_Trait,0.36,1.02
EL1841,φτωχός,ADJ,,"['ρηχός', 'επιπόλαιος', 'επιφανειακός']","Πρόσωπο του οποίου οι σκέψεις, τα λόγια ή τα ενδιαφέροντα στερούνται βάθους και ουσίας, παρουσιάζοντας επιφανειακότητα και ασυνέπεια",,Ειλικρινα απορω πως περιμενετε πλουσια συναισθηματα απο φτωχα μυαλα,,is,,,"['shallow', 'superficial']",shallow: lacking depth of intellect or emotion,Person,0.36,
EL392,φυγοδικία,NOUN,,"['αποφυγή δικαιοσύνης', 'απόδραση', 'παραβίαση περιορισμών']",παράνομη αποφυγή εμφάνισης σε δίκη ή εκτέλεσης ποινής,,"Ζούμε στη χώρα όπου ο άλλοτε πανίσχυρος Τσουκάτος παραδέχθηκε ότι πήρε ένα εκατομμύριο μάρκα για το κόμμα του από τη Simenes, ο επικεφαλής της οποίας φυγοδίκησε στο εξωτερικό και εν τη φυγοδικία του απαλλάχθηκε από το δικαστήριο!",,cds,,,"['fugitive status', 'escape', 'evasion of justice', 'absconding']",absconding from justice,Event,0.46,
EL1716,φυγόπονος,ADJ,,"['τεμπέλης', 'οκνηρός', 'λουφαδόρος', 'ραθύμος']",άνθρωπος που αποφεύγει τον κόπο και τη σκληρή εργασία,,"Η απεικόνιση της εφιαλτικής, πολιτικής πραγματικότητας της χώρας σε ένα βίντεο!Προσωπικά δεν με αφορά ο κ. ΜΠΕΟΣ αλλά θέλω να δείτε τις κινήσεις του πρωθυπουργού! Ο κόσμος δεν έχει να φάει, κάνει παράπονα και ο πρωθυπουργός ως φυγόπονος...φυγομαχει! Αντί να κάνει παρέμβαση και να πει τώρα φέρτε φαγητό στους ανθρώπους κοιτάει δεξιά... αριστερά! #πλημμυρες #Παλαμας #κακοκαιρια_Ντανιελ #Βελοπουλος",,svp,,,"['lazy', 'work-shy', 'slacker', 'shirker']","work-shy, lazy person",Person,1.12,
EL615,φυλακισμένος,VERB,,"['κρατούμενος', 'έγκλειστος', 'κατάδικος', 'τρόφιμος φυλακής']",Άτομο που κρατείται σε κατάστημα κράτησης ή άλλο χώρο που περιορίζει την ελευθερία του,,Πασχαλινό μπαζάρ για τα παιδιά 0-3 ετών που ζουν με τις φυλακισμένες μητέρες τους,,ddp,,,"['prisoner', 'inmate', 'convict', 'detainee']","prisoner, inmate",Person,0.3,0.21
EL615,φυλακισμένος,VERB,,"['δέσμιος', 'παγιδευμένος']",Ψυχική ή κοινωνική συνθήκη όπου κάποιος νιώθει παγιδευμένος χωρίς επιλογές διαφυγής,,"O Άγγελος δεν πίστευε ότι ήταν αλήθεια οι στιγμές που ζούσε και η Κάτε, για πρώτη φορά, κατάλαβε ότι η λαχτάρα της κόρης της δεν ήταν τίποτε άλλο παρά ένα ξέσπασμα έρωτα που ήταν μέσα της καταπιεσμένος τόσα χρόνια, φυλακισμένος στα «πρέπει» και στα «απαγορεύεται» της κοινωνίας, της θρησκείας και της συμβατικότητας.",,ddp,,,"['trapped', 'captive']",trapped : feeling of being confined with no escape,Person,0.3,0.4
EL1751,φυτό,NOUN,,"['σπασίκλας', 'βιβλιοφάγος', 'σπασικλάκι', 'κομπιουτεράκιας']",υποτιμητικός χαρακτηρισμός για μαθητή ή φοιτητή που ασχολείται αποκλειστικά με το διάβασμα και με περιορισμένη κοινωνική ζωή,,"Θα τα καταφέρεις να την κάνεις φυτό; - Αχ, παιδάκι μου!",,cds,,,"['nerd', 'geek', 'swot', 'bookworm']","nerd or grind, used as insult",Person,0.34,0.5
EL1751,φυτό,NOUN,,"['ασθενής σε φυτική κατάσταση', 'εγκεφαλικά νεκρός']",Ασθενής σε επίμονη φυτική κατάσταση· στον κοινό λόγο χρησιμοποιείται προσβλητικά για άτομο με βαριά εγκεφαλική βλάβη,,Ενώ η θεία Κατίγκω έζησε και πέθανε σαν τα φυτά.,,cds,,,"['vegetable', 'PVS patient']",vegetable : person in a persistent vegetative state (pejorative slang),Person,0.34,0.39
EL166,χαζομάρα,NOUN,,"['βλακεία', 'κουταμάρα', 'ηλιθιότητα', 'μωρία']",νοητικό μειονέκτημα που εκδηλώνεται με έλλειψη κριτικής ικανότητας και λογικής,,Κόλλησες χαζομάρα από τους Αλβανούς που συναναστρέφεσαι!,,an,,,"['stupidity', 'foolishness', 'idiocy', 'silliness']","lack of intelligence, stupidity",Behavioral_Trait,0.44,1.22
EL166,χαζομάρα,NOUN,,"['ανοησία', 'πατάτα', 'γκάφα', 'βλακεία']",Πράξη ή λόγος που δείχνει έλλειψη λογικής ή ωριμότητας,,Και κλαίτε για άχρηστα πράγματα; Τι χαζομάρες είν' αυτές; Πολλά βράδια κάναμε ολονυχτίες με τον Τζόνυ και σκεφτόμασταν πώς ν' ανατρέψουμε το καθεστώς.,,an,,,"['blunder', 'stupid act', 'gaffe', 'screw-up']",blunder : foolish act or remark,Event,0.44,1.04
EL175,χαζός,ADJ,,"['βλάκας', 'ηλίθιος', 'κουτός', 'μωρός', 'ντουβάρι']",άτομο με μειωμένη εξυπνάδα ή αδύναμη κριτική σκέψη,,username username Αναμενόμενο. Η συγκεκριμένη περίπτωση σήκωνε κριτική στην κυβέρνηση αλλά το ξεχείλωσαν. Το σοβαρότερο όμως παραμένει ο τρόπος που επέλεξε η Μενδώνη να κάνει τη χαζή και αργότερα οι γελοίες δηλώσεις της για υποκριτικές τέχνες κλπ. Ήθελαν να το θάψουν και φάνηκε.,,an,,,"['idiot', 'fool', 'dumb', 'moron', 'thickhead']",stupid person,Person,1.06,0.52
EL175,χαζός,ADJ,,"['άφωνος', 'εμβρόντητος']",κατάσταση αιφνίδιας αποβλάκωσης/αποσβόλωσης που αφήνει κάποιον άναυδο,,“Τι στέκεσαι και με κοιτάς σα χαζή; της λέω.,,an,,,"['speechless', 'dumb-struck']",dumb-struck : being left speechless with surprise,Person,1.06,0.58
EL175,χαζός,ADJ,,"['ηλίθια κίνηση', 'απερίσκεπτο λάθος', 'αφελής δράση']","Ενέργεια ή απόφαση που γίνεται χωρίς σκέψη ή λογική κρίση, επιδεικνύοντας απερισκεψία ή βλακεία",,"μια χαζή ερώτηση: οι καταλήψεις πλατειών και άλλων δημόσιων ή ιδιωτικών χώρων, που οργανώνουν κομματικοί συνδικαλιστές, ορίζονται από νομοσχέδια; τότε πως μπορεί να απαγορευτεί η απεργία των εργαζομένων που αυτοοργανώνονται χωρίς συνδικαλιστές τής φασιστικής αριστεράς και δεξιάς;",,an,,,"['foolhardy', 'rash', 'ill-advised']","foolhardy act: “An action or decision carried out without thought or logical judgment, displaying recklessness or foolishness.",Behavioral_Trait,1.06,1.16
EL2223,χαλασμένος,VERB,,"['ελαττωματικός', 'σπασμένος', 'χαλασμένος', 'φθαρμένος', 'μπαγιάτικος']",πράγμα ή τροφή που δεν λειτουργεί σωστά ή έχει αποσυντεθεί,,Δεν πατώ γκάζι με χαλασμένα φρένα,,cds,,,"['broken', 'damaged', 'defective', 'spoiled', 'rotten']",broken or spoiled item/food,Behavioral_Trait,0.48,0.16
EL2223,χαλασμένος,VERB,,"['διεφθαρμένος', 'ανήθικος', 'σάπιος', 'διαφθαρμένος']",άτομο με διεστραμμένα ή ανήθικα ήθη,,Πήγε για αυτοψία και χασκογελάει. Δεν μπορεί να να κρατηθεί. Ο τύπος είναι εντελώς χαλασμένος. #φωτια  #Πεντελη #Πυρκαγια,,cds,,,"['corrupt', 'depraved', 'perverted', 'rotten']",morally corrupt person,Person,0.48,
EL2248,χαμερπής,ADJ,,"['ποταπός', 'τιποτένιος', 'ξετσίπωτος']","Άτομο με πολύ χαμηλό ηθικό επίπεδο, άνανδρο ή πρόστυχο",,Σιχαμένος κ χαμερπής ως αδίστακτος,,cds,,,"['base', 'vile', 'abject', 'low-life']",base / vile person : someone of ignoble morals,Person,0.56,0.8
EL2248,χαμερπής,ADJ,,"['χυδαίος', 'ποταπός', 'ανέντιμος']",Ιδέα ή πράξη εμποτισμένη με αναξιοπρέπεια και ταπεινά κίνητρα,,πάντα με το δίκαιο ο χαμερπής δαπιτοπασόκος,,cds,,,"['base', 'sordid', 'ignoble']",base motive : action driven by sordid aims,Behavioral_Trait,0.56,
EL353,χάος,NOUN,,"['μπάχαλο', 'κομφούζιο', 'αναρχία', 'ανακατωσούρα']",κατάσταση απόλυτης αταξίας και σύγχυσης,,"Πολιτικό χάος είναι η ανάδειξη πρωθυπουργών που ενώ δεν ψηφίστηκαν από κανέναν επέβαλλαν αποφάσεις που προσβάλλουν την ανθρώπινη αξιοπρέπεια, την ηθική, τις Ευρωπαϊκές αξίες &amp; το βιοτικό επίπεδο των πολιτών. Δεν έπρεπε να παραιτηθεί διότι δεν έπρεπε να βρίσκεται εκεί που ήταν...",,cds,,,"['chaos', 'mess', 'turmoil', 'disorder']",utter disorder,State,0.16,0.44
EL353,χάος,NOUN,,"['ακατάστατος', 'μπαχαλάκιας']",Άτομο τόσο ανοργάνωτο ή απρόβλεπτο που μεταφέρει αταξία όπου βρεθεί,,Νιώθεις ποτέ ότι είσαι απλά απόλυτο και ολοκληρωτικό χάος τις περισσότερες φορές;,,cds,,,"['walking disaster', 'chaotic']",chaotic person : someone whose behaviour spreads disorder,Person,0.16,
EL1392,χαραμοφάης,NOUN,,"['παράσιτο', 'τεμπέλης', 'κηφήνας', 'αεργός']","Άτομο που ζει σε βάρος άλλων, χωρίς να εργάζεται ή να προσφέρει έργο, θεωρούμενο ως βάρος",,"Αυτό το ""ιστορικό στέλεχος της αριστεράς"" μόνο στα δικά μου αυτιά ηχεί ίδιο με ""μια ζωή χαραμοφάης κοπριτης""?",,dmc,,,"['parasite', 'sponger', 'loafer', 'idler']",freeloader : person who sponges off others without working,Person,0.56,1.07
EL856,χαφιές,NOUN,,"['ρουφιάνος', 'σπιούνος', 'καρφί', 'κατάσκοπος']",άτομο που προδίδει πληροφορίες κρυφά στις αρχές ή σε ισχυρούς,,username username Είσαι για κλάματα χαφιές,,ddp,,,"['snitch', 'informer', 'spy', 'rat']",snitch : informer who betrays others to authorities for gain,Person,1.29,1.13
EL1914,χλευαστής,NOUN,,"['κοροϊδευτής', 'ειρωνευτής', 'σατιριστής', 'γελωτοποιός']",άτομο που περιγελά και ταπεινώνει άλλους με λόγια,,"Η σειρά που προσφέρει στον τηλεθεατή κάτι περισσότερο από τις υπόλοιπες μπούρδες που ούτε αισθητική έχουν, ούτε περιεχόμενο, θα βρει ένθερμους χλευαστές αυτούς που κατά τα άλλα κατηγορούν την τηλεόραση ότι δεν προβάλλει τίποτα καλό! #AgiosPaisios",,asm,,,"['mocker', 'scoffer', 'jeerer', 'ridiculer']","mocker, scoffer",Person,0.57,1.09
EL1667,χολή,NOUN,,"['πικρία', 'φαρμάκι', 'κακία', 'μίσος']",Λεκτική έκρηξη μίσους ή δηλητηριώδους σχολίου,,Αυτή εδώ η ψυχοπονιαρα άκουγε τόση ώρα μια γυναίκα να στάζει χολή και σεξισμό για μια άλλη κ συμφωνούσε κιόλας πάρτα κι εσύ. #bigbrothergr,,svp,,,"['tirade of bile', 'venomous rant']",outburst of bile : act of venting spite in speech,Event,0.3,
EL168,χονδροκέφαλος,ADJ,,"['βλάκας', 'κουτορνίθι', 'ντουβάρι', 'χαζοκέφαλος']","Άτομο πεισματάρικο ή νοητικά αργό, που δυσκολεύεται να καταλάβει λογικά επιχειρήματα",,Παλι καλά... Ο Χονδροκέφαλος δεν θέλει εκλογές ... Το είπε αν και μας γκάστρωσε...,,an,,,"['thickhead', 'blockhead', 'numbskull', 'dimwit']",blockhead : stubborn or slow-witted person,Person,1.25,
EL2069,χοντραίνω,VERB,,"['παχαίνω', 'φορτώνω κιλά']",σωματική μεταβολή όπου κάποιος παίρνει βάρος και γίνεται πιο παχύς,,"Μέχρι κι ο Νοδάρας αδυνάτισε, μόνο εγώ χοντραίνω",,cds,,,"['put on weight', 'fatten']",to gain weight,Event,0.21,
EL2069,χοντραίνω,VERB,,"['αγριεύω', 'εντείνω', 'βαραίνω', 'χειροτερεύω']",ενέργεια κατά την οποία μια κατάσταση γίνεται πιο σοβαρή ή αγενής,,Καλή συνέχεια σε όλους και να θυμάστε πως η φήμη είναι κάτι που χοντραίνει,,cds,,,"['escalate', 'intensify', 'worsen', 'aggravate']",to escalate or become coarse,Event,0.21,0.44
EL987,χούντα,NOUN,,"['δικτατορία', 'τυραννία', 'απολυταρχία', 'καθεστώς']",στρατιωτικό καθεστώς που κυβερνά αυταρχικά χωρίς δημοκρατική νομιμοποίηση,,Τα παιδιά των αμετανόητων χαφιέδων της χούντας υπήρχε περίπτωση να μη γίνουν ρουφιάνοι;,,cds,,,"['dictatorship', 'junta', 'regime', 'tyranny']",military dictatorship,State,0.8,1.35
EL987,χούντα,NOUN,,"['κλίκα πραξικοπηματιών', 'συμβούλιο στρατιωτικών']",ομάδα αξιωματικών ή πολιτικών που κατέχει αυταρχικά την εξουσία,,username Κυρία μου κρατήστε τα προσχήματα δεν είναι επίσημη ακομα η χούντα. Δεν μπορούμε να σκοτώνουμε όποιον θέλουμε εμείς οι αστυνομικοί. (Ακόμα τυπικά),,cds,,,"['junta', 'military clique']",junta members,Person,0.8,1.07
EL1254,χρηματολογία,NOUN,,"['φιλοχρηματία', 'λεφτοκουβέντα', 'καπηλεία χρημάτων']",επίμονη και συχνά κουραστική συζήτηση γύρω από χρήματα,,"Η «λαφυραγωγία» που δεν απέδωσε τα αναμενόμενα, η «χρηματολογία» που άνοιξε το δρόμο της ιστορίας των εθνικών δανείων, τα χαράτσια στους ευκατάστατους και η «εξόρμηση» (για την είσπραξή τους) της ομάδας με τη συμμετοχή του »Γέρου του Μοριά»….. ",,re,,,"['money-talk', 'money obsession', 'pecuniary chatter', 'greediness']",constant talk about money,Repetitive_Action,nan,
EL733,χυδαιότητα,NOUN,,"['απρέπεια', 'ακαλαισθησία', 'κακογουστιά', 'αισχρολογία']",συμπεριφορά χωρίς ευπρέπεια και λεπτότητα που προκαλεί αποστροφή,,Δεν υπάρχει κανένας φραγμός στην χυδαιότητα.,,an,,,"['vulgarity', 'crudeness', 'coarseness', 'roughness']",vulgarity as a trait,Behavioral_Trait,1.25,
EL733,χυδαιότητα,NOUN,,"['αισχρολογία', 'απρέπεια', 'χυδαίο σχόλιο', 'βωμολογία']",αγενής πράξη ή λόγος που προσβάλλει το κοινό αίσθημα,,username Ξεφτιλίσατε και το νόημα της διαγραφής με τόσες ανοησίες και χυδαιότητες που ακούμε από όλους και τώρα ενοχληθήκατε,,an,,,"['obscenity', 'crude remark', 'vulgar act', 'indecency']",vulgar act or remark,Event,1.25,1.09
EL2208,χωλός,ADJ,,"['κουτσός', 'σακάτης', 'ανάπηρος', 'λειψός']",άτομο με μόνιμη δυσκολία βάδισης λόγω βλάβης στο πόδι,,Κι από Μαρτικα χάνω. Χαχααα! Δεν είμαι εγώ Ολύμπιος; Ο  Ήφαιστος (ο χωλος) #survivorGR,,ddf,,,"['lame', 'crippled', 'disabled', 'limping']",lame person,Person,0.36,
EL2208,χωλός,ADJ,,"['ατελής', 'αναιμικός', 'ανεπαρκής']","Μεταφορικά, κάτι ελλιπές ή αδύναμο που δεν στέκει λογικά",,Η «παλιά» Ευρώπη και το χωλό άλογο,,ddf,,,"['flawed', 'weak', 'unsound']",flawed : logically weak,Behavioral_Trait,0.36,
