Word,POS,Stereotype,Tag,Synset,Source,Glossa,Glossa EN,Lingua Glossa,Simona,Komal,Commenti Simona,Commenti Komal,Disagreement 3-0,Disagreement 1/2-0,agreement,Viviana,Valerio
lussuria,n,no,svp,bn:01280485n,WIKITR,No definition available,,-,,2,,,,,FALSE,,0
torso,n,no,or,bn:09064228n,WIKI,"Il torso, anche detto busto o tronco, è la sezione dell'organismo umano che si estende, anteriormente, tra il collo e la vita; essa si oppone strutturalmente al dorso o schiena, la parte compresa tra la nuca e la sommità dei glutei: queste, insieme, formano il torace.// Parte anatomica umana",,it,0,0,,,,,TRUE,,
torsolo,n,no,or,**NotInBN***,,,,,,,,,,,,,
fallo,n,no,asm,bn:01330182n,WIKI,"Con simbolismo fallico s'identifica una rappresentazione simbolica dell'organo sessuale maschile in erezione, spesso associata al culto della fertilità.// Magiche o scaramantiche.// Pene in erezione.","A phallus is a penis, especially when erect, a penis-shaped object, or a mimetic image of an erect penis.",it,1,0,,,,,FALSE,,1
tortura,n,no,re,bn:00059301n,WIKT,A severe or trying experience,A severe or trying experience,en,2,2,,,,,TRUE,,
tortura,n,no,re,bn:00002071n,OMWN_IT,Intense feelings of suffering; acute mental or physical pain,Intense feelings of suffering; acute mental or physical pain,en,2,2,,,,,TRUE,,
tortura,n,no,re,bn:00077666n,OMWN_IT,Unbearable physical pain,Unbearable physical pain,en,2,2,,,,,TRUE,,
tortura,n,no,re,bn:00077698n,IWN,"Atto di efferata violenza fisica e morale compiuta su una persona o anche su un animale.// Atto di efferata violenza fisica e morale compiuta su una persona o anche su un animale// La tortura è un metodo di coercizione fisica o psicologica, talvolta inflitta con il fine di punire o di estorcere delle informazioni o delle confessioni o in alcuni casi per puro divertimento e sadismo; molte volte accompagnata dall'uso di strumenti particolari atti ad infliggere punizioni corporali.// Un metodo di coercizione fisica o psicologica, talvolta inflitta con il fine di punire o di estorcere delle informazioni o delle confessioni// Un metodo di coercizione fisica o psicologica, talvolta inflitta con il fine di punire o di estorcere delle informazioni o delle confessioni.","The deliberate, systematic, or wanton infliction of physical or mental suffering by one or more persons in an attempt to force another person to yield information or to make a confession or for any other reason",it,2,2,,,,,TRUE,,
tortura,n,no,re,bn:08807226n,WIKIDATA,Località spagnola,,it,0,0,,,,,TRUE,,
torturare,v,no,re,bn:00083308v,OMWN_IT,Treat cruelly,Treat cruelly,en,2,2,,,,,TRUE,,
torturare,v,no,re,bn:00087815v,OMWN_IT,Torment emotionally or mentally,Torment emotionally or mentally,en,2,2,,,,,TRUE,,
torturare,v,no,re,bn:00087816v,OMWN_IT,Subject to torture,Subject to torture,en,2,2,,,,,TRUE,,
mulo,n,no,an,bn:01576841n,WIKI,Spallone è il termine tipicamente usato per definire quei contrabbandieri dediti ad esportare denaro e merci oltre frontiera.// Contrabbandiere,A mule or courier is someone who smuggles something across a border for a smuggling organization.,it,,2,anche qui la traduzione letterale di mule trae in errore: glossa non attribuibile a mulo infatti la glossa e il termine italiano corrispondente fanno riferimento ai contrabbandieri,,,,FALSE,,2
brigante,n,no,cds,bn:01712356n,WIKI,"Negli Stati Uniti dell'Ottocento, il termine robber baron designava quella tipologia di imprenditori e banchieri che ammassavano grandi quantità di denaro, costruendosi delle enormi fortune personali, di solito con pratiche senza scrupoli e attraverso forme di concorrenza sleale.","In social criticism and economic literature, robber baron became a derogatory term applied to wealthy and powerful 19th-century American businessmen that appeared in North American periodical literature as early as the August 1870 issue of The Atlantic Monthly magazine.",it,2,3,,,FALSE,FALSE,FALSE,,2
traﬃcante,n,no,cds,**NotInBN***,,,,,,,,,,,,,
traﬃcare,v,no,cds,**NotInBN***,,,,,,,,,,,,,
trangugiare,v,no,cds,bn:00082203v,IWN,Sopportare serenamente.// Sopportare serenamente// Tollerare o adeguarsi a.,Tolerate or accommodate oneself to,it,0,0,,,,,TRUE,,
impiegato,n,yes,pa,bn:01812885n,WIKI,"La locuzione colletti bianchi, identifica quei lavoratori che svolgono mansioni meno fisiche, ma spesso più remunerate rispetto ai colletti blu che svolgono il lavoro manuale.","In many countries, a white-collar worker is a person who performs professional, managerial, or administrative work.",it,1,0,,,,,FALSE,,1
falena,n,no,an,bn:01833400n,WIKI,"Biston betularia è un lepidottero appartenente alla famiglia Geometridae, diffuso in Eurasia e America Settentrionale.// Specie di animale della famiglia Geometridae",The peppered moth is a temperate species of night-flying moth.,it,1,0,,,,,FALSE,,1
falena,n,no,pr,bn:01833400n,WIKI,"Biston betularia è un lepidottero appartenente alla famiglia Geometridae, diffuso in Eurasia e America Settentrionale.// Specie di animale della famiglia Geometridae",The peppered moth is a temperate species of night-flying moth.,it,1,0,,,,,FALSE,,1
boss,n,no,cds,bn:01839594n,WIKI,"Un boss è, nel mondo dei videogiochi, un avversario particolarmente difficile da sconfiggere, e di solito rappresenta l'avversario finale per finire il livello o l'intero gioco.// Penultimo boss del videogioco NES Zelda II: The Adventure of Link","In video gaming, a boss is a significant computer-controlled enemy.",it,1,0,,,FALSE,TRUE,FALSE,,0
trasformismo,n,no,cds,bn:14976490n,WIKI,"Il trasformismo, nell'ambito dello spettacolo teatrale, è la capacità di mutare repentinamente le proprie sembianze al fine di caratterizzare in pochi istanti più personaggi inseriti nel medesimo contesto scenico e/o drammaturgico.// L' arte di mutare in maniera rapida aspetto per caratterizzare in un breve lasso di tempo più personaggi all `interno di un medesimo contesto scenico",,it,0,0,,,,,TRUE,,
trasformismo,n,no,cds,bn:16419040n,WIKI,"Il trasformismo, nella moda, riprende il concetto espresso dalla definizione fornita dall'Enciclopedia dello Spettacolo, ossia una serie di imitazioni o ""impersonations"", la cui attrattiva principale sta nella rapidità con cui si effettuano i cambiamenti di trucco e di costume.",,it,0,0,,,,,TRUE,,
omicidio,n,no,re,bn:01991213n,WIKI,"Nel diritto penale italiano, per omicidio s'intende la morte di una persona causata da un'altra persona con dolo, colpa o preterintenzione.// Reato di omicidio nel diritto penale italiano","By Italian law, murder is regulated by articles 575-582, 584-585, and 589 of the Penal Code.",it,0,2,,,,,FALSE,,0
travestito,n,no,om,bn:00023954n,OMWN_IT,"Chi adotta comportamenti sessuali e abiti del sesso opposto// Il termine crossdressing denota l'atto o l'abitudine di indossare alternativamente vestiti comunemente associati in un determinato ambito socio-culturale al ruolo di genere opposto al proprio, pubblicamente e/o in privato, per molteplici motivi, non esclusi quelli ludici.",Someone who adopts the dress or manner or sexual role of the opposite sex,it,1,1,,,,,TRUE,,
travestito,n,no,om,bn:00023971n,IWN,"Tendenza, desiderio di abbigliarsi e acconciarsi come gli individui di sesso opposto// Il termine crossdressing denota l'atto o l'abitudine di indossare alternativamente vestiti comunemente associati in un determinato ambito socio-culturale al ruolo di genere opposto al proprio, pubblicamente e/o in privato, per molteplici motivi, non esclusi quelli ludici.// Il travestitismo è l'abitudine di un individuo di indossare abiti del sesso opposto.// Condizione di una persona che si identifica con il sesso opposto, soprattutto nel suo abbigliamento.",The practice of adopting the clothes or the manner or the sexual role of the opposite sex,it,1,1,,,,,TRUE,,
travestito,a,no,om,bn:00100182a,OMWN_IT,Hidden on any grounds for any motive,Hidden on any grounds for any motive,en,0,0,,,,,TRUE,,
travestito,a,no,om,bn:00112079a,OMWIKI,Che riceve gratificazione sessuale nell'indossare vestiti del sesso opposto.,Receiving sexual gratification from wearing clothing of the opposite sex,it,1,1,,,,,TRUE,,
omicidio,n,no,re,bn:01991223n,WIKI,"Il reato di omicidio nel diritto degli Stati Uniti manca di una disciplina unitaria in quanto la definizione del contenuto del reato e dei criteri e modi in cui viene punito spetta, salvo in determinati casi eccezionali, alla esclusiva competenza dei singoli stati.// Reato di omicidio nel diritto degli Stati Uniti d''America","In the United States of America, the principle of murder dual sovereignty applies to homicide as to other crimes.",it,0,2,,,,,FALSE,,0
tribunizio,a,no,cds,**NotInBN***,,,,,,,,,,,,,
tribuno,n,no,qas,bn:00078232n,WIKI,"Tribuno è il nome di alcuni magistrati, funzionari e militari della Roma antica, originariamente legate alla suddivisione in tribù di Roma.",(ancient Rome) an official elected by the plebeians to protect their interests,it,0,0,,,,,TRUE,,
trinariciuto,a,no,cds,**NotInBN***,,,,,,,,,,,,,
tristo,a,yes,dmc,bn:00098042a,OMWN_IT,"Molto cattivo, detto delle persone e delle loro azioni;crudele;malvagio.// Crudele// Malvagio// Molto cattivo, detto delle persone e delle loro azioni",(of persons or their actions) able or disposed to inflict pain or suffering,it,3,3,,,,,TRUE,,
gerarca,n,no,cds,bn:02083293n,WIKI,"Un gerarca, nella terminologia fascista italiana, è la persona che occupava una posizione di rilievo all'interno dell'organizzazione del Partito Nazionale Fascista.",Gerarca was a term used during the Fascist rule in Italy to refer to a member of the National Fascist Party.,it,1,0,,,,,FALSE,,1
troia,n,no,pr,bn:00010740n,OMWN_IT,Donna di facili costumi,A person (usually but not necessarily a woman) who is thoroughly disliked,it,3,3,,,,,TRUE,,
troia,n,no,pr,bn:00035323n,OMWIKI,"Con il termine prostituzione maschile si indica l'attività di uomini che offrono prestazioni sessuali, dietro pagamento di un corrispettivo in denaro, che può rivolgersi sia a una clientela maschile che a una femminile.// Donna che vende servizi sessuali per denaro.",A prostitute who attracts customers by walking the streets,it,3,3,,,,,TRUE,,
troia,n,no,pr,bn:00009205n,OMWN_IT,Donna che si guadagna da vivere prostituendosi.// Donna che si guadagna da vivere prostituendosi// Donna che vende servizi sessuali per denaro.,A woman who engages in sexual intercourse for money,it,3,3,,,,,TRUE,,
troia,n,no,pr,bn:00043058n,OMWN_IT,A malicious woman with a fierce temper,A malicious woman with a fierce temper,en,3,3,,,,,TRUE,,
troia,n,no,pr,bn:00072076n,WIKT,Donna che vende servizi sessuali per denaro.,A dirty untidy woman,it,3,3,,,,,TRUE,,
parassita,n,no,qas,bn:02178041n,WIKIDATA,Metodo di nutrimento,Parasitic nutrition is a mode of heterotrophic nutrition where an organism lives on the body surface or inside the body of another type of organism.,it,1,0,,,,,FALSE,,1
troiaccia,n,no,pr,**NotInBN***,,,,,,,,,,,,,
troiaio,n,no,pr,**NotInBN***,,,,,,,,,,,,,
troiata,n,no,pr,**NotInBN***,,,,,,,,,,,,,
troiona,n,no,pr,**NotInBN***,,,,,,,,,,,,,
trucido,a,yes,ddf,**NotInBN***,,,,,,,,,,,,,
trucio,a,yes,ddf,**NotInBN***,,,,,,,,,,,,,
truﬀatore,n,yes,dmc,**NotInBN***,,,,,,,,,,,,,
saccente,n,no,cds,bn:02319977n,WIKITR,"A bluestocking is an educated, intellectual woman, more specifically a member of the 18th-century Blue Stockings Society led by the hostess and critic Elizabeth Montagu, the ""Queen of the Blues"", and including Elizabeth Vesey, Hester Chapone, and the classicist Elizabeth Carter.","A bluestocking is an educated, intellectual woman, more specifically a member of the 18th-century Blue Stockings Society led by the hostess and critic Elizabeth Montagu, the ""Queen of the Blues"", and including Elizabeth Vesey, Hester Chapone, and the classicist Elizabeth Carter.",en,1,0,,,,,FALSE,,0
tubo,n,no,om,bn:00018415n,WIKT,A glass flue surrounding the wick of an oil lamp,A glass flue surrounding the wick of an oil lamp,en,0,0,,,,,TRUE,,
tubo,n,no,om,bn:00030242n,WIKI,"La valvola termoionica è stato il primo componente elettronico ""attivo"" realizzato dall'uomo.// Dispositivo elettronico",Electronic device consisting of a system of electrodes arranged in an evacuated glass or metal envelope,it,0,0,,,,,TRUE,,
tubo,n,no,om,bn:00044887n,WIKITR,Socks and stockings and tights collectively (the British include underwear),Socks and stockings and tights collectively (the British include underwear),en,,0,attribuzione errata,,,,TRUE,,
tubo,n,no,om,bn:00044889n,OMWN_IT,A flexible pipe for conveying a liquid or gas,A flexible pipe for conveying a liquid or gas,en,0,0,,,,,TRUE,,
tubo,n,no,om,bn:00062568n,IWN,"Complesso di tubi per il trasporto di fluidi.// Complesso di tubi per il trasporto di fluidi// Un tubo, dal punto di vista geometrico, è un solido cavo chiuso a sezione costante in forma e area.// Un sistema di tubazioni, in ingegneria, indica i sistemi, più o meno complessi, di tubazioni che collegano le varie apparecchiature di un impianto.// Un tubo rigido che trasporta il fluido acqua, vapore o altro, utilizzato in idraulica e molte altre applicazioni.// Canalizzazione per trasportare acqua in un determinato posto.",A long tube made of metal or plastic that is used to carry water or oil or gas etc.,it,0,0,,,,,TRUE,,
tubo,n,no,om,bn:00062570n,WIKT,A hollow cylindrical shape,A hollow cylindrical shape,en,0,0,,,,,TRUE,,
tubo,n,no,om,bn:00062571n,OMWN_IT,A tubular wind instrument,A tubular wind instrument,en,0,0,,,,,TRUE,,
tubo,n,no,om,bn:00078520n,OMWIKI,Condotto costituito da un oggetto lungo cilindrico cavo.,Conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases,it,0,0,,,,,TRUE,,
tubo,n,no,om,bn:00389055n,WIKI,"In informatica, il concetto di pipeline viene utilizzato per indicare un insieme di componenti software collegati tra loro in cascata in modo che il risultato prodotto da uno degli elementi sia l'ingresso di quello immediatamente successivo.","In Unix-like computer operating systems, a pipeline is the original software pipeline: a set of processes chained by their standard streams, so that the output of each process feeds directly as input to the next one.",it,0,0,,,,,TRUE,,
tubo,n,no,om,bn:04757995n,WIKI,La Tube chair è una seduta progettata dal designer italiano Joe Colombo nel 1969 e attualmente prodotta dall'azienda italiana Cappellini Cap Design s.p.a..,,it,0,0,,,,,TRUE,,
turco,n,yes,ps,bn:00078635n,OMWN_IT,"Abitante, nativo della Turchia.// Abitante, nativo della Turchia",A native or inhabitant of Turkey,it,0,0,,,,,TRUE,,
turco,n,yes,ps,bn:00078645n,WIKI,"Le lingue turche, dette anche lingue turciche, sono lingue altaiche parlate in Europa e Asia.// Lingue altaiche parlate in Europa e Asia",A subfamily of Altaic languages,it,0,0,,,,,TRUE,,
turco,n,yes,ps,bn:00078646n,IWN,"Lingua della Turchia// La lingua turca è una lingua appartenente al ceppo oghuz delle lingue turche, con circa 125 milioni di madrelingua in Turchia, a Cipro, in Germania e sparsi per il mondo.// Lingua altaica// Lingua turca parlata principalmente in Turchia, Cipro e altri paesi dell'ex impero ottomano.",A Turkic language spoken by the Turks,it,0,0,,,,,TRUE,,
turco,a,yes,ps,bn:00112187a,OMWN_IT,"Attinente alla Turchia al suo popolo e alla sua cultura// Pertinente o relativo alla Turchia, i turchi o la lingua turca.",Of or relating to or characteristic of Turkey or its people or language,it,0,0,,,,,TRUE,,
turco,n,yes,ps,bn:00593125n,WIKI,"La famiglia Turco o Turchi o Turci o Turco dei De Castello è un'antica famiglia del patriziato astigiano, appartenente a quel gruppo di famiglie, denominate Casane astigiane, che sviluppò il proprio potere economico grazie ai commerci, ma principalmente con l'attività del prestito del denaro su pegno.// Famiglia nobile del Medioevo","The Turco, Turchi, Turci or sometimes Turco dei De Castello family's rise to prominence originated in 12th-century Asti, Italy, and later the surrounding comunes of Frinco, Mombercelli, Montemagno, Tonco, Viale, and in part Barbaresco, Neive, Revigliasco d'Asti and Savigliano.",it,0,0,,,,,TRUE,,
abulia,n,no,svp,bn:02396480n,WIKITR,"Avolition is a psychological state characterized by general lack of drive, or motivation to pursue meaningful goals.","Avolition is a psychological state characterized by general lack of drive, or motivation to pursue meaningful goals.",en,2,0,,,FALSE,TRUE,FALSE,,0
turlupinatore,n,yes,dmc,bn:00018547n,OMWN_IT,Persona coinvolta nel commercio per realizzare un profitto più o meno illegalmente.,A person who swindles you by means of deception or fraud,it,3,3,,,,,TRUE,,
turlupinatore,n,yes,dmc,bn:00009646n,OMWN_IT,Someone who leads you to believe something that is not true,Someone who leads you to believe something that is not true,en,3,3,,,,,TRUE,,
turlupino,n,yes,dmc,**NotInBN***,,,,,,,,,,,,,
turlupino,a,yes,dmc,**NotInBN***,,,,,,,,,,,,,
turpe,a,yes,dmc,**NotInBN***,,,,,,,,,,,,,
uccellare,v,no,asm,**NotInBN***,,,,,,,,,,,,,
sanguisuga,n,no,an,bn:02436727n,WIKI,Si definisce ematofagia il comportamento alimentare di alcuni animali zoofagi che si nutrono del sangue di un vertebrato.// La pratica di alcuni animali che si nutrono del sangue di altri animali.,Hematophagy is the practice of certain animals of feeding on blood.,it,0,1,,,,,FALSE,,0
feuilleton,n,no,cds,bn:02582289n,WIKIDATA,"Feuilleton was originally a kind of supplement attached to the political portion of French newspapers, consisting chiefly of non-political news and gossip, literature and art criticism, a chronicle of the latest fashions, and epigrams, charades and other literary trifles.","Feuilleton was originally a kind of supplement attached to the political portion of French newspapers, consisting chiefly of non-political news and gossip, literature and art criticism, a chronicle of the latest fashions, and epigrams, charades and other literary trifles.",en,1,0,,,,,FALSE,,0
etera,n,no,pr,bn:03080457n,WIKI,"Figura sociale della Grecia Antica// Le etère, nella società dell'antica Grecia, erano particolari donne di compagnia, per alcuni aspetti assimilabili a cortigiane e prostitute.// Figura sociale femminile di cortigiana nella Grecia antica.",,it,1,2,,,,,FALSE,,1
uccello,n,no,asm,bn:00010605n,OMWN_IT,"Animale vertebrato oviparo dal corpo coperto di penne e piume, con ali, cova le uova e si occupa della prole.// Animale vertebrato oviparo dal corpo coperto di penne e piume, con ali, cova le uova e si occupa della prole// Gli uccelli sono una classe di vertebrati endotermi cladisticamente riconducibile come origine a un ramo dei dinosauri teropodi caratterizzati dalla presenza di becchi sdentati e forcule, corpi ricoperti di piumaggio e ripieni di sacchi aeriferi, dita anteriori fuse, uova dai gusci duri, metabolismi alti e ossa cave ma robuste.// Uccelli in senso lato, spesso sottintendendo altre categorie di volatori, come i pipistrelli, e inserendo alle volte specie non volanti come i pinguini.// Classe di vertebrati teropodi// Animali vertebrati, con sangue caldo, con il corpo ricoperto da piume e dotato di ali, che appertiene alla famigli degli Aves.",Warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings,it,1,1,,,,,TRUE,,
uccello,n,no,asm,bn:11216121n,WIKIDATA,Animale araldico,,it,0,0,,,,,TRUE,,
accademismo,n,yes,pa,bn:03095728n,WIKI,Art pompier fu definita con intenti derisori la pittura prodotta in Francia nella seconda metà del XIX secolo sotto l'influsso delle Accademie di Belle Arti.// Stile di pittura e scultura prodotto sotto l'influenza di accademie e università europee.,Academic art is a style of painting and sculpture produced under the influence of European academies of art.,it,1,0,,,FALSE,TRUE,FALSE,,0
umanoide,n,yes,ddp,bn:03333486n,WIKITR,"In the Dungeons & Dragons fantasy role-playing game, humanoid is a type of creature, or ""creature type"".","In the Dungeons & Dragons fantasy role-playing game, humanoid is a type of creature, or ""creature type"".",en,0,0,,,,,TRUE,,
unno,n,yes,ps,bn:00045214n,WIKI,"Gli Unni erano un popolo guerriero nomade siberiano di ceppo turco, che giunse in Europa nel IV secolo.// Popolo guerriero nomade",A member of a nomadic people who invaded Europe in the 4th century,it,0,0,,,,,TRUE,,
chiavica,n,no,cds,bn:03142986n,OMWIKI,"Sistema di tubi, di solito sotterranei, per il trasporto di acque reflue e rifiuti umani lontano da abitazioni e altri edifici, in un luogo dove possono essere scaricati in modo sicuro.",A sanitary sewer is an underground carriage system specifically for transporting sewage from houses and commercial buildings through pipes to treatment or disposal.,it,1,0,,,,,FALSE,,1
unno,n,yes,ps,bn:03833205n,WIKI,L'Unno è la lingua parlata dagli antichi Unni europei.// Lingua parlata dagli antichi Unni europei,"The Hunnic language, or Hunnish, was the language spoken by Huns in the Hunnic Empire, a heterogeneous, multi-ethnic tribal confederation which ruled much of Eastern Europe and invaded the West during the 4th and 5th centuries.",it,0,0,,,,,TRUE,,
‘ndrangheta,n,no,cds,bn:03206942n,WIKI,"La 'ndràngheta, è un'organizzazione criminale italiana di connotazione mafiosa originaria della Calabria, inserita esplicitamente dal 30 marzo 2010 nell'Articolo 41 bis dell'Ordinamento penitenziario italiano e riconosciuta come organizzazione criminale unitaria e con un vertice collegiale nel processo Crimine dalla corte di cassazione il 18 giugno 2016.// Criminalità organizzata di origine calabrese","The `Ndrangheta is a Mafia-type criminal organization in Italy, centered in Calabria.",it,2,0,,,FALSE,TRUE,FALSE,,2
‘ndrangheta,n,no,re,bn:03206942n,WIKI,"La 'ndràngheta, è un'organizzazione criminale italiana di connotazione mafiosa originaria della Calabria, inserita esplicitamente dal 30 marzo 2010 nell'Articolo 41 bis dell'Ordinamento penitenziario italiano e riconosciuta come organizzazione criminale unitaria e con un vertice collegiale nel processo Crimine dalla corte di cassazione il 18 giugno 2016.// Criminalità organizzata di origine calabrese","The `Ndrangheta is a Mafia-type criminal organization in Italy, centered in Calabria.",it,2,0,,,FALSE,TRUE,FALSE,,2
caimano,n,no,an,bn:03241684n,WIKIDATA,Coccodrilli americani tropicali del genere Caiman.,Caimans are alligatorid crocodylians within the subfamily Caimaninae.,it,1,0,,,,,FALSE,,1
usura,n,no,cds,bn:00026392n,WIKI,"Logorio, consumo a causa spec. dell'uso;atto del logorare o del logorarsi.// Atto del logorare o del logorarsi// Logorio, consumo a causa spec. dell'uso// L'ammortamento è un procedimento contabile con il quale un costo pluriennale viene ripartito tra gli esercizi di vita utile del bene, facendolo partecipare per quote alla determinazione del reddito dei singoli esercizi.",Decrease in value of an asset due to obsolescence or use,it,0,0,,,,,TRUE,,
usura,n,no,cds,bn:00051701n,IWN,Chi presta denaro illegalmente a tassi altissimi.// Chi presta denaro illegalmente a tassi altissimi// Persona che presta denaro a tassi di interesse eccessivi.,Someone who lends money at excessive rates of interest,it,2,2,,,,,TRUE,,
usura,n,no,cds,bn:00079383n,OMWN_IT,An exorbitant or unlawful rate of interest,An exorbitant or unlawful rate of interest,en,2,2,,,,,TRUE,,
usura,n,no,cds,bn:00079384n,WIKI,"L'usura è la pratica consistente nel fornire prestiti a tassi di interesse considerati illegali, socialmente riprovevoli e tali da rendere il loro rimborso molto difficile o impossibile, spingendo perciò il debitore ad accettare condizioni poste dal creditore a proprio vantaggio, come la vendita a un prezzo particolarmente vantaggioso per il compratore di un bene di proprietà del debitore, oppure spingendo il creditore a compiere atti illeciti ai danni del debitore per indurlo a pagare.// Pratica consistente nel fornire prestiti a tassi di interesse considerati illegali// Citazioni sull'usura e gli usurai.",The act of lending money at an exorbitant rate of interest,it,2,2,,,,,TRUE,,
usura,n,no,cds,bn:00080751n,WIKI,"In ingegneria delle superfici, l'usura è la perdita progressiva di materiale da una delle due superfici o da entrambe le superfici a contatto e in moto relativo tra di loro.",Impairment resulting from long use,it,0,0,,,,,TRUE,,
zavorra,n,no,qas,bn:03267067n,WIKI,"La zavorra è una massa installata su una imbarcazione, un veicolo, un velivolo o altro mezzo di trasporto, con varie finalità.","Divers wear weighting systems, weight belts or weights, generally made of lead, to counteract the buoyancy of other diving equipment, such as diving suits and aluminium diving cylinders.",it,1,0,"anche se ogni glossa associata a zavorra indicano oggetti che hano un'utilità, il termine zavorra indica anche qualcosa/persona che è totalmente inutile, per questo li annoto tutte come 1",,,,FALSE,,1
bufala,n,no,an,bn:03312763n,WIKI,"Il termine bufala indica, in lingua italiana, un'affermazione falsa o inverosimile, che si traduce in lingua inglese con il termine hoax.// Affermazione falsa o inverosimile",A hoax is a deliberately fabricated falsehood made to masquerade as truth.,it,3,0,,,TRUE,FALSE,FALSE,,3
brigante,n,no,cds,bn:03314158n,WIKI,"Raubritter è un'espressione coniata in tempi moderni, il cui utilizzo fa riferimento a una presunta categoria di esponenti della classe cavalleresca medievale che nel Tardo medioevo germanico si sarebbero ridotti alla pratica abituale del banditismo, di rapine di strada, faide e saccheggi, quale conseguenza della marginalizzazione del loro ruolo in un'epoca di notevoli trasformazioni sociali ed economiche e di grandi progressi intervenuti nella tecnica militare medievale.// Cavalieri predoni, utilizzato, in passato, come paradigma storico per designare una presunta classe cavalleresca del Tardo medioevo germanico, dedita a ruberie e banditismi s",A robber Baron or robber Knight is a historic term and title of disdain that was applied to the behavior and practices of a group of unscrupulous and despotic landowners of the medieval period in Europe.,it,1,2,,,FALSE,FALSE,FALSE,,2
giallo,n,yes,ps,bn:03320512n,OMWIKI,Cartellino mostrato dall'arbitro per ammonire un giocatore.,"A penalty card is used in many sports as a means of warning, reprimanding or penalising a player, coach or team official.",it,2,0,,,,,FALSE,,2
centone,n,no,cds,bn:03334921n,WIKI,"Un centone è un testo composto da un collage di frasi di autori od opere diversi, unite a formare un'opera originale.",A cento is a poetical work wholly composed of verses or passages taken from other authors; only disposed in a new form or order.,it,1,0,,,,,FALSE,,0
zingaro,n,yes,ps,bn:03342167n,WIKIDATA,Rappresentazione di persone nell''arte,"Many fictional depictions of the Romani in literature and art present Romanticized narratives of their supposed mystical powers of fortune telling, and their supposed irascible or passionate temper paired with an indomitable love of freedom and a habit of criminality.",it,1,0,,,,,FALSE,,0
complottismo,n,no,cds,bn:03354671n,WIKIDATA,"Teorie che sostengono ipotetiche azioni segrete da parte di una cospirazione// Una teoria del complotto è una teoria che attribuisce la causa prima di un evento, o di una catena di eventi, a un complotto.","A conspiracy theory is an explanatory proposition that accuses two or more persons, a group, or an organization of having caused or covered up, through secret planning and deliberate action, an illegal or harmful event or situation.",it,2,0,,,,,FALSE,,2
zingaro,n,yes,ps,bn:03388624n,WIKITR,Pikey is a pejorative slang term used mainly in England to refer to people who are of the Traveller Community.,Pikey is a pejorative slang term used mainly in England to refer to people who are of the Traveller Community.,en,1,3,,,,,FALSE,,3
travestito,n,no,om,bn:03400162n,WIKI,"Drag queen è un termine inglese per definire attori o cantanti, in prevalenza gay, che si esibiscono in canti, imitazioni, cabaret e balli, di frequente dai connotati maliziosi, indossando abiti femminili.// Persone che si esibiscono indossando abiti femminili","A drag queen is a man who dresses, and often acts, with exaggerated femininity.",it,1,3,,,,,FALSE,,1
vacca,n,no,an,bn:00023383n,IWN,Donna grossa e sformata.// Donna grossa e sformata,A large unpleasant woman,it,3,3,,,,,TRUE,,
vacca,n,no,pr,bn:00023383n,OMWN_IT,Donna grossa e sformata.// Donna grossa e sformata,A large unpleasant woman,it,3,3,,,,,TRUE,,
vacca,n,no,an,bn:00025029n,WIKIDATA,Mucca da latte,Cattle that are reared for their milk,it,0,0,,,,,TRUE,,
vacca,n,no,pr,bn:00025029n,WIKIDATA,Mucca da latte,Cattle that are reared for their milk,it,0,0,,,,,TRUE,,
vacca,n,no,an,bn:00012273n,OMWN_IT,"Il bovino domestico, ovvero toro, popolarmente chiamato talvolta impropriamente bue, denominazione questa riservata al toro che ha subito una castrazione, è una specie di mammifero artiodattilo appartenente alla famiglia Bovidae.// Plurale di toro, bovino maschio// Specie di mammifero appartenente alla famiglia dei Bovidi// Bovini domestici, comprese le vacche, i manzi e i tori, allevati in un ranch o in una fattoria.// Bovino domestico, indipendentemente dal sesso o età.// Citazioni sul bue, la mucca e il vitello.",Domesticated bovine animals as a group regardless of sex or age- Bible,it,1,1,,,,,TRUE,,
vacca,n,no,pr,bn:00012273n,OMWN_IT,"Il bovino domestico, ovvero toro, popolarmente chiamato talvolta impropriamente bue, denominazione questa riservata al toro che ha subito una castrazione, è una specie di mammifero artiodattilo appartenente alla famiglia Bovidae.// Plurale di toro, bovino maschio// Specie di mammifero appartenente alla famiglia dei Bovidi// Bovini domestici, comprese le vacche, i manzi e i tori, allevati in un ranch o in una fattoria.// Bovino domestico, indipendentemente dal sesso o età.// Citazioni sul bue, la mucca e il vitello.",Domesticated bovine animals as a group regardless of sex or age- Bible,it,1,1,,,,,TRUE,,
vacca,n,no,an,bn:09071617n,WIKI,"In araldica la vacca, facilmente distinguibile dal bove per la presenza della mammelle gonfie di latte, simboleggia l'uomo benefico e grato.// Figura araldica.// Figura araldica",,it,0,0,,,,,TRUE,,
vacca,n,no,pr,bn:09071617n,WIKI,"In araldica la vacca, facilmente distinguibile dal bove per la presenza della mammelle gonfie di latte, simboleggia l'uomo benefico e grato.// Figura araldica.// Figura araldica",,it,0,0,,duplicato,,,TRUE,,
